0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.58,0.58,0.58,0.58,0.59,,,,,,,,,,,,,,,,,
,0.57,0.57,,,0.57,0.58,0.6,,,,,,,,,,,,,,,,
0.57,0.57,,,,,0.58,0.59,,,,,,,,,,,,,,,,
0.58,0.57,,,,,,0.6,0.62,,,,,,,,,,,,,,,
0.6,0.59,,,,,,,0.63,0.64,0.64,,,,,,,,,,,,,
0.62,0.61,,,,,,,,0.66,0.66,0.64,,,,,,,,,,,,
0.64,0.64,,,,,,,,,,0.66,0.63,0.59,0.56,,,,,,,,,
,0.65,,,,,,,,,,,,0.6,0.57,0.54,0.52,,,,,,,
,0.65,,,,,,,,,,,,,0.57,0.54,0.52,0.51,0.5,0.49,0.49,0.5,0.51,
,0.63,0.64,0.65,0.65,0.66,0.67,0.68,0.7,,,,,,,,,,,0.49,0.49,0.5,0.51,0.52
,,,,,,,,0.7,0.7,0.68,0.65,,,,,,,,,,,0.5,0.5
,,,,,,,,,,0.67,0.64,0.6,,,,,,,,,0.47,0.48,
,,,,,,,,,,,,0.59,,,,,,,,,0.45,0.46,
,,,,,,,,,,,,0.58,0.56,,,,,,,,0.44,,
,,,,,,,,,,0.63,0.61,0.58,0.56,,,,,,,,0.43,0.44,
,,,,,,,,,0.65,0.63,,0.58,0.56,0.53,,,,,,,,0.42,
,,,,,,,,,0.65,0.64,0.61,0.58,0.56,0.53,,,,,,,,0.42,0.42
,,,,,,,,,,,0.61,0.58,,0.53,,,,,,,,0.41,0.42
,,,,,,,,,,,,,0.55,0.52,,,,,,,,0.41,0.42
,,,,,,,,,,,,0.56,0.53,,,,,,,,,0.41,0.42
,,,,,,,,,,,,0.53,0.51,,,,,,,,0.41,0.41,
,,,,,,,,,,,,,0.49,0.48,,,,0.43,0.42,0.41,0.41,,
,,,,,,,,,,,,,0.47,0.46,,,,,0.42,,,,
,,,,,,,,,,,,,,0.45,,,,,0.42,,,,
,,,,,,,,,,,,,,0.44,,,,,0.42,0.4,,,
,,,,,,,,,,,,,,0.44,,,,,0.43,0.42,,,
,,,,,,,,,,,,,,0.44,0.45,,,,,0.44,,,
,,,,,,,,,,,,,,,0.47,0.48,,,0.48,0.48,,,
,,,,,,,,,,,,,,,,0.48,0.49,0.49,0.51,,,,
,,,,,,,,,,,,,,,,,0.5,0.51,,,,,
