0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.37,0.38,0.38,0.39,0.4,,,,,,,,,,,,,,,,,
,0.37,0.37,,,0.37,0.38,0.39,,,,,,,,,,,,,,,,
0.39,0.38,,,,,0.37,0.38,,,,,,,,,,,,,,,,
0.4,0.39,,,,,,0.37,0.38,,,,,,,,,,,,,,,
0.41,0.4,,,,,,,0.38,0.39,0.39,,,,,,,,,,,,,
0.41,0.4,,,,,,,,0.39,0.39,0.39,,,,,,,,,,,,
0.41,0.41,,,,,,,,,,0.39,0.4,0.41,0.42,,,,,,,,,
,0.42,,,,,,,,,,,,0.41,0.42,0.44,0.46,,,,,,,
,0.43,,,,,,,,,,,,,0.42,0.44,0.46,0.48,0.49,0.52,0.54,0.57,0.6,
,0.44,0.43,0.43,0.44,0.44,0.44,0.43,0.42,,,,,,,,,,,0.51,0.53,0.56,0.58,0.6
,,,,,,,,0.44,0.42,0.41,0.42,,,,,,,,,,,0.57,0.59
,,,,,,,,,,0.43,0.43,0.43,,,,,,,,,0.55,0.57,
,,,,,,,,,,,,0.44,,,,,,,,,0.54,0.56,
,,,,,,,,,,,,0.45,0.45,,,,,,,,0.54,,
,,,,,,,,,,0.44,0.45,0.45,0.45,,,,,,,,0.54,0.56,
,,,,,,,,,0.44,0.44,,0.45,0.46,0.46,,,,,,,,0.56,
,,,,,,,,,0.44,0.44,0.45,0.46,0.46,0.46,,,,,,,,0.55,0.56
,,,,,,,,,,,0.45,0.46,,0.47,,,,,,,,0.55,0.55
,,,,,,,,,,,,,0.47,0.47,,,,,,,,0.54,0.54
,,,,,,,,,,,,0.47,0.48,,,,,,,,,0.53,0.52
,,,,,,,,,,,,0.49,0.49,,,,,,,,0.53,0.53,
,,,,,,,,,,,,,0.5,0.51,,,,0.53,0.53,0.54,0.55,,
,,,,,,,,,,,,,0.54,0.54,,,,,0.55,,,,
,,,,,,,,,,,,,,0.6,,,,,0.57,,,,
,,,,,,,,,,,,,,0.65,,,,,0.6,0.6,,,
,,,,,,,,,,,,,,0.71,,,,,0.64,0.63,,,
,,,,,,,,,,,,,,0.76,0.75,,,,,0.67,,,
,,,,,,,,,,,,,,,0.8,0.78,,,0.72,0.7,,,
,,,,,,,,,,,,,,,,0.81,0.79,0.77,0.75,,,,
,,,,,,,,,,,,,,,,,0.81,0.79,,,,,
