0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.18,0.19,0.18,0.17,0.16,,,,,,,,,,,,,,,,,
,0.16,0.17,,,0.17,0.17,0.16,,,,,,,,,,,,,,,,
0.15,0.15,,,,,0.17,0.17,,,,,,,,,,,,,,,,
0.16,0.16,,,,,,0.15,0.15,,,,,,,,,,,,,,,
0.18,0.17,,,,,,,0.15,0.15,0.15,,,,,,,,,,,,,
0.19,0.18,,,,,,,,0.16,0.16,0.15,,,,,,,,,,,,
0.2,0.19,,,,,,,,,,0.16,0.15,0.14,0.14,,,,,,,,,
,0.19,,,,,,,,,,,,0.14,0.14,0.14,0.15,,,,,,,
,0.17,,,,,,,,,,,,,0.14,0.14,0.15,0.15,0.17,0.19,0.21,0.23,0.25,
,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.17,,,,,,,,,,,0.19,0.21,0.23,0.25,0.27
,,,,,,,,0.17,0.17,0.15,0.15,,,,,,,,,,,0.26,0.27
,,,,,,,,,,0.15,0.14,0.13,,,,,,,,,0.24,0.26,
,,,,,,,,,,,,0.12,,,,,,,,,0.25,0.27,
,,,,,,,,,,,,0.11,0.11,,,,,,,,0.25,,
,,,,,,,,,,0.12,0.11,0.1,0.1,,,,,,,,0.25,0.27,
,,,,,,,,,0.13,0.11,,0.1,0.1,0.1,,,,,,,,0.27,
,,,,,,,,,0.12,0.11,0.1,0.1,0.09,0.09,,,,,,,,0.27,0.29
,,,,,,,,,,,0.1,0.09,,0.1,,,,,,,,0.27,0.29
,,,,,,,,,,,,,0.1,0.11,,,,,,,,0.26,0.28
,,,,,,,,,,,,0.11,0.11,,,,,,,,,0.26,0.28
,,,,,,,,,,,,0.12,0.13,,,,,,,,0.23,0.25,
,,,,,,,,,,,,,0.15,0.17,,,,0.19,0.2,0.21,0.23,,
,,,,,,,,,,,,,0.17,0.18,,,,,0.21,,,,
,,,,,,,,,,,,,,0.2,,,,,0.23,,,,
,,,,,,,,,,,,,,0.2,,,,,0.24,0.24,,,
,,,,,,,,,,,,,,0.21,,,,,0.24,0.24,,,
,,,,,,,,,,,,,,0.21,0.23,,,,,0.24,,,
,,,,,,,,,,,,,,,0.23,0.24,,,0.24,0.24,,,
,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.25,,,,
,,,,,,,,,,,,,,,,,0.26,0.26,,,,,
