0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,1.63,1.68,1.7,1.71,1.7,,,,,,,,,,,,,,,,,
,1.56,1.62,,,1.69,1.69,1.68,,,,,,,,,,,,,,,,
1.51,1.57,,,,,1.69,1.68,,,,,,,,,,,,,,,,
1.55,1.59,,,,,,1.7,1.7,,,,,,,,,,,,,,,
1.59,1.63,,,,,,,1.72,1.72,1.72,,,,,,,,,,,,,
1.64,1.67,,,,,,,,1.72,1.72,1.73,,,,,,,,,,,,
1.67,1.71,,,,,,,,,,1.74,1.77,1.81,1.85,,,,,,,,,
,1.74,,,,,,,,,,,,1.81,1.85,1.89,1.94,,,,,,,
,1.76,,,,,,,,,,,,,1.86,1.9,1.94,1.98,2.02,2.04,2.05,2.03,2.02,
,1.77,1.79,1.81,1.82,1.84,1.85,1.85,1.83,,,,,,,,,,,2.03,2.03,2.03,2.02,2.01
,,,,,,,,1.89,1.88,1.86,1.85,,,,,,,,,,,2.02,2.01
,,,,,,,,,,1.89,1.86,1.85,,,,,,,,,2.0,2.0,
,,,,,,,,,,,,1.84,,,,,,,,,1.98,1.99,
,,,,,,,,,,,,1.83,1.84,,,,,,,,1.96,,
,,,,,,,,,,1.87,1.85,1.84,1.85,,,,,,,,1.94,1.94,
,,,,,,,,,1.91,1.9,,1.87,1.86,1.85,,,,,,,,1.91,
,,,,,,,,,1.93,1.93,1.91,1.88,1.86,1.85,,,,,,,,1.87,1.87
,,,,,,,,,,,1.91,1.89,,1.84,,,,,,,,1.84,1.85
,,,,,,,,,,,,,1.84,1.83,,,,,,,,1.82,1.83
,,,,,,,,,,,,1.84,1.82,,,,,,,,,1.8,1.81
,,,,,,,,,,,,1.81,1.8,,,,,,,,1.77,1.79,
,,,,,,,,,,,,,1.78,1.76,,,,1.74,1.75,1.76,1.77,,
,,,,,,,,,,,,,1.76,1.74,,,,,1.75,,,,
,,,,,,,,,,,,,,1.72,,,,,1.76,,,,
,,,,,,,,,,,,,,1.71,,,,,1.78,1.8,,,
,,,,,,,,,,,,,,1.72,,,,,1.79,1.81,,,
,,,,,,,,,,,,,,1.74,1.74,,,,,1.82,,,
,,,,,,,,,,,,,,,1.77,1.77,,,1.81,1.82,,,
,,,,,,,,,,,,,,,,1.8,1.81,1.81,1.82,,,,
,,,,,,,,,,,,,,,,,1.84,1.84,,,,,
