0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.5,0.51,0.51,0.52,0.53,,,,,,,,,,,,,,,,,
,0.49,0.49,,,0.5,0.52,0.53,,,,,,,,,,,,,,,,
0.5,0.49,,,,,0.5,0.51,,,,,,,,,,,,,,,,
0.51,0.5,,,,,,0.51,0.52,,,,,,,,,,,,,,,
0.52,0.51,,,,,,,0.52,0.52,0.52,,,,,,,,,,,,,
0.53,0.53,,,,,,,,0.51,0.51,0.51,,,,,,,,,,,,
0.54,0.53,,,,,,,,,,0.5,0.5,0.51,0.53,,,,,,,,,
,0.55,,,,,,,,,,,,0.51,0.52,0.54,0.55,,,,,,,
,0.56,,,,,,,,,,,,,0.52,0.53,0.55,0.56,0.57,0.59,0.6,0.62,0.62,
,0.57,0.57,0.57,0.57,0.56,0.56,0.54,0.53,,,,,,,,,,,0.58,0.58,0.59,0.6,0.6
,,,,,,,,0.54,0.52,0.51,0.51,,,,,,,,,,,0.57,0.57
,,,,,,,,,,0.52,0.52,0.52,,,,,,,,,0.55,0.55,
,,,,,,,,,,,,0.52,,,,,,,,,0.54,0.53,
,,,,,,,,,,,,0.52,0.52,,,,,,,,0.52,,
,,,,,,,,,,0.52,0.52,0.52,0.52,,,,,,,,0.51,0.51,
,,,,,,,,,0.52,0.52,,0.52,0.52,0.52,,,,,,,,0.5,
,,,,,,,,,0.52,0.51,0.52,0.52,0.53,0.53,,,,,,,,0.5,0.49
,,,,,,,,,,,0.51,0.52,,0.53,,,,,,,,0.5,0.49
,,,,,,,,,,,,,0.53,0.54,,,,,,,,0.5,0.49
,,,,,,,,,,,,0.53,0.54,,,,,,,,,0.5,0.49
,,,,,,,,,,,,0.55,0.55,,,,,,,,0.52,0.51,
,,,,,,,,,,,,,0.56,0.56,,,,0.54,0.54,0.54,0.53,,
,,,,,,,,,,,,,0.59,0.58,,,,,0.55,,,,
,,,,,,,,,,,,,,0.62,,,,,0.58,,,,
,,,,,,,,,,,,,,0.66,,,,,0.61,0.59,,,
,,,,,,,,,,,,,,0.71,,,,,0.64,0.62,,,
,,,,,,,,,,,,,,0.76,0.75,,,,,0.64,,,
,,,,,,,,,,,,,,,0.78,0.77,,,0.7,0.67,,,
,,,,,,,,,,,,,,,,0.78,0.76,0.74,0.72,,,,
,,,,,,,,,,,,,,,,,0.77,0.75,,,,,
